Reason Calendar,"Reason Calendar is a fast, beautiful calendar app (web, for now) that focuses on protecting your free time, guiding you through your day, and eliminating complexity."
rebloom,the easiest and only to buy and sell flowers after an event
Recon Therapeutics,"Developing device to fufill unmet need of complicated point-of-care delivery of biologics, providing an one-step kit for injections."
RecoverMe,"Patient-centric platform to improve outcomes following occupational injury, focused on data driven milestone assessment during the recovery process."
Recruit to Thrive,"Using institution-specific research, we help colleges recruit and admit students who are likely to retain, graduate, and thrive."
Reculture,Aims to improve literacy for learners through reading by gradually transitioning from graphic to text in a novel
Redetruck,"Platform to connect truck drivers, shippers, and service providers. Integrating social network with market place."
refug.io,Website for NGOs to track & collaborate on refugee casework with outside orgs – a “patient management” software for refugee service providers.
Rekroot,A platform that improves the tech recruiting process by facilitating the execution of project-based candidate evaluation
Relation-Shift,"Helps schools prevent, respond and resolve sexual and relationship violence & create vision and strategy for healthy student identity development."
Relim,A wearable device that able to collect and integrate multiple physiological data to indicates stress level of clinicians
Rem,"Rem is a mobile app that matches donors with high-impact charities, best aligned with their own altruistic tendencies."
ReMana,"ReMana is reinventing the way women pump, store and feed their breastmilk, through reusable bottles designed for efficient storage in the freezer."
Remindavax,Remindavax provides SMS message packages customized for particular healthcare conditions and demographics to improve health in India.
Renw,Renw makes Saving our Planet Fun! Enjoy free and simple UX that helps you take control of your energy consumption and stay in touch with your friends.
RePurposeful (fka Cures Within Reach for Cancer),We develop effective and affordable cancer treatments by using AI to repurpose non-cancer generic drugs.
ReputNation,"ReputNation’s mission is to help empower people at the base of the social pyramid build and monetize their digital reputation. For this, we design and develop targeted ..."
Research Space,"RSpace is a platform for creating, managing and sharing life sciences research data, integratable with other data sources and tools."
RESET,Flexible co-wellness spaces for relaxation and rejuvenation easily accessible to driven urban dwellers.
Resilient Modular Systems,"Resilient Modular Systems [RMS] seeks to lead innovative modular components using hybridized resilient composite materials for the building industry, focused on emerging economies."
Resistance School,"Resistance School provides training for communities to make sustained issue and electoral change that advances fairness, equality, and inclusivity."
respAIR,Democratizing access to respiratory care
Respect My Lane,Respect My Lane designs and manufactures ultra-reflective cycling gear with bold messaging to keep cyclists safer in urban environments
Resuscitation!,Resuscitation! is a virtual patient simulation for the iPhone and iPad. Step into the shoes of an ER doctor and practice your diagnostic skills in a simulated clinical setting. With ...
Retask,"At Retask, we realized a few fundamental insights about email: Most of it is useless, it takes up way too much time, and most emails are simply requests or updates. Retask is trying to ..."
